gvkey,firm_name,patent_count,candidate_rank,candidate_cik,candidate_ticker,candidate_sec_name,candidate_exchange,candidate_method,candidate_score,ticker_hint
138402,OPNETTECH,56,1,0001013880,TTEC,"TTEC Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
002822,CAVITRON,56,1,0000780571,ITRI,"ITRON, INC.",Nasdaq,fuzzy_name,0.9,
002822,CAVITRON,56,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
002822,CAVITRON,56,3,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
062236,CONCEPTUS,56,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
001989,BALLARDMEDICALPROD,56,1,0000009389,BALL,BALL Corp,NYSE,fuzzy_name,0.9,
001989,BALLARDMEDICALPROD,56,2,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
061356,GSILUMONICS,56,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
061356,GSILUMONICS,56,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
015711,WEIRTONSTEEL,56,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
065872,PROGENICSPHARM,56,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
065872,PROGENICSPHARM,56,2,0001808834,PRG,"PROG Holdings, Inc.",NYSE,fuzzy_name,0.9,
133869,LIVEPERSON,55,1,0001102993,LPSN,LIVEPERSON INC,Nasdaq,exact_normalized_name,1.0,
133869,LIVEPERSON,55,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
013914,SUMMAGRAPHICS,55,1,0000704172,PHIL,PHI GROUP INC,,fuzzy_name,0.9,
013914,SUMMAGRAPHICS,55,2,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
008007,EARLYWARNINGSVCS,55,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
002697,NEXEN,55,1,0001789192,NXTS,Nexentis Technologies Inc.,Nasdaq,fuzzy_name,0.9,
140679,SYNPLICITY,55,1,0000726854,CHCO,CITY HOLDING CO,Nasdaq,fuzzy_name,0.9,
013308,AGOURONPHARM,55,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
030789,MICROLINEAR,55,1,0000074303,OLN,OLIN Corp,NYSE,fuzzy_name,0.9,
179929,TITANMEDICAL,55,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
179929,TITANMEDICAL,55,2,0002107523,KMCM,Titan Holdings Corp.,,fuzzy_name,0.9,
014590,FREEPORTMCMORAN,55,1,0000831259,FCX,FREEPORT-MCMORAN INC,NYSE,exact_compact_name,0.985,
001456,AMERNFILTRONA,55,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
001456,AMERNFILTRONA,55,2,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
030087,CCUBEMICROSYSTEMS,55,1,0001758766,STEM,"STEM, INC.",NYSE,fuzzy_name,0.9,
001919,AVNET,55,1,0000008858,AVT,AVNET INC,Nasdaq,exact_normalized_name,1.0,
001919,AVNET,55,2,0001508475,VNET,"VNET Group, Inc.",Nasdaq,fuzzy_name,0.8888888888888888,
019044,VARONISSYS,55,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
019044,VARONISSYS,55,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
149337,NASDAQOMXGP,54,1,0001120193,NDAQ,"NASDAQ, INC.",Nasdaq,fuzzy_name,0.9,
002775,CARNATION,54,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
002775,CARNATION,54,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
024293,KAISERALUMINUMANDCHEM,54,1,0001702015,AIDG,"AIS Holdings Group, Inc.",,fuzzy_name,0.9,
002529,COLUMBIABROADCASTINGSYS,54,1,0000814585,MBI,MBIA INC,NYSE,fuzzy_name,0.9,
064327,CERUS,54,1,0001020214,CERS,CERUS CORP,Nasdaq,exact_normalized_name,1.0,
002960,CHEMED,54,1,0000019584,CHE,CHEMED CORP,NYSE,exact_normalized_name,1.0,
002960,CHEMED,54,2,0000806517,PMDI,PSYCHEMEDICS CORP,OTC,fuzzy_name,0.9,
011155,CONTINENTALELEC,54,1,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,
011155,CONTINENTALELEC,54,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
062382,SUPERGEN,54,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
061655,NOVAVAX,54,1,0001000694,NVAX,NOVAVAX INC,Nasdaq,exact_normalized_name,1.0,
061655,NOVAVAX,54,2,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
061655,NOVAVAX,54,3,0001109345,NVMI,NOVA LTD.,Nasdaq,fuzzy_name,0.9,
011638,XONICS,54,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
011638,XONICS,54,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
125524,INTERTRUSTTECH,53,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
125524,INTERTRUSTTECH,53,2,0001013880,TTEC,"TTEC Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
241159,CHUNGHWATELECOM,53,1,0001132924,CHT,CHUNGHWA TELECOM CO LTD,NYSE,exact_compact_name,0.985,
162585,SUNESISPHARM,53,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
024537,SALTON,53,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
177426,POETTECH,52,1,0001013880,TTEC,"TTEC Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
014918,NOVENPHARM,52,1,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
023627,ATYRPHARM,52,1,0001339970,ATYR,aTYR PHARMA INC,Nasdaq,fuzzy_name,0.9,
114698,EMAGIN,52,1,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,
141496,DYNAVAXTECH,52,1,0001051627,AXTI,AXT INC,Nasdaq,fuzzy_name,0.9,
006242,JEFFERSONSMURFIT,52,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
016453,NEOGEN,52,1,0000711377,NEOG,NEOGEN CORP,Nasdaq,exact_normalized_name,1.0,
016453,NEOGEN,52,2,0001077183,NEO,NEOGENOMICS INC,Nasdaq,fuzzy_name,0.9,
028374,INTERLINKELECTRONICS,52,1,0000828146,LINK,INTERLINK ELECTRONICS INC,Nasdaq,exact_compact_name,0.985,
028374,INTERLINKELECTRONICS,52,2,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
028374,INTERLINKELECTRONICS,52,3,0000084246,RLI,RLI CORP,NYSE,fuzzy_name,0.9,
028374,INTERLINKELECTRONICS,52,4,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
138781,COMPUGEN,51,1,0001119774,CGEN,COMPUGEN LTD,Nasdaq,exact_normalized_name,1.0,
003691,GTBIOPHARMA,51,1,0000109657,GTBP,"GT Biopharma, Inc.",Nasdaq,exact_compact_name,0.985,
010003,STANDARDPACKAGING,51,1,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,
001512,AMERNMICROSYSTEMS,51,1,0001547903,NMIH,"NMI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
001512,AMERNMICROSYSTEMS,51,2,0001758766,STEM,"STEM, INC.",NYSE,fuzzy_name,0.9,
122175,VIRNETX,51,1,0001082324,VHC,VirnetX Holding Corp,Nasdaq,exact_normalized_name,1.0,
144496,UBS,51,1,0001610520,UBS,UBS Group AG,NYSE,exact_normalized_name,1.0,
144496,UBS,51,2,0001114446,AMUB,UBS AG,NYSE,exact_normalized_name,1.0,
144496,UBS,51,3,0001404655,HUBS,HUBSPOT INC,NYSE,fuzzy_name,0.9,
124074,WKI,51,1,0000046250,HWKN,HAWKINS INC,Nasdaq,fuzzy_name,0.9,
135708,NEWFOCUS,51,1,0001980210,WFF,WF Holding Ltd,Nasdaq,fuzzy_name,0.9,
023753,RBDISTRIBUTION,51,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
033668,BLOOMENERGY,51,1,0001664703,BE,Bloom Energy Corp,NYSE,exact_compact_name,0.985,
179738,ENERGYRECOVERY,51,1,0001421517,ERII,"Energy Recovery, Inc.",Nasdaq,exact_compact_name,0.985,
061576,HEADWATERSTECHINNOVATIONGP,51,1,0001961847,INHD,INNO HOLDINGS INC.,Nasdaq,fuzzy_name,0.9,
061576,HEADWATERSTECHINNOVATIONGP,51,2,0001109345,NVMI,NOVA LTD.,Nasdaq,fuzzy_name,0.9,
006364,KEARNEYNATL,51,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
012803,GIGAMON,50,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
339965,SNOWFLAKE,50,1,0001640147,SNOW,Snowflake Inc.,NYSE,exact_normalized_name,1.0,
339965,SNOWFLAKE,50,2,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
339965,SNOWFLAKE,50,3,0001980210,WFF,WF Holding Ltd,Nasdaq,fuzzy_name,0.9,
014331,CHEMETRON,50,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
014331,CHEMETRON,50,2,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
177227,INSULET,50,1,0001145197,PODD,INSULET CORP,Nasdaq,exact_normalized_name,1.0,
177227,INSULET,50,2,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
148220,GEOSPECIALTYCHEM,50,1,0000923796,GEO,GEO GROUP INC,NYSE,fuzzy_name,0.9,
018658,MACROGENICS,50,1,0001125345,MGNX,MACROGENICS INC,Nasdaq,exact_normalized_name,1.0,
018658,MACROGENICS,50,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
002617,CALIFORNIACOMPUTERPROD,50,1,0001800227,IAC,IAC Inc.,Nasdaq,fuzzy_name,0.9,
018699,PTC,50,1,0000857005,PTC,PTC INC.,Nasdaq,exact_normalized_name,1.0,
018699,PTC,50,2,0001070081,PTCT,"PTC THERAPEUTICS, INC.",Nasdaq,fuzzy_name,0.9,
007481,MOCON,50,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
220579,TELIASONERA,50,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
003401,GIANNINICONTROLS,49,1,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,
003401,GIANNINICONTROLS,49,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
003401,GIANNINICONTROLS,49,3,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
003401,GIANNINICONTROLS,49,4,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
146214,EVENFLO,49,1,0001823652,EVEX,"Eve Holding, Inc.",NYSE,fuzzy_name,0.9,
003702,DNAPLANTTECH,49,1,0001013880,TTEC,"TTEC Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
022000,WORKIVA,49,1,0001445305,WK,WORKIVA INC,NYSE,exact_normalized_name,1.0,
003422,CONSPAPERS,49,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
133288,SILICONLAB,49,1,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,
133288,SILICONLAB,49,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
006839,LUMEX,48,1,0002071288,LMRI,"Lumexa Imaging Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
166593,SYNCHRONOSSTECH,48,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
165675,HARMONIXMUSICSYS,48,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
165675,HARMONIXMUSICSYS,48,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
026349,AXSOMETHERAPEUTICS,48,1,0001579428,AXSM,"Axsome Therapeutics, Inc.",Nasdaq,exact_compact_name,0.985,
005109,GENESCO,48,1,0000018498,GCO,GENESCO INC,NYSE,exact_normalized_name,1.0,
002268,BLOCKENG,48,1,0001512673,XYZ,"Block, Inc.",NYSE,fuzzy_name,0.9,
002268,BLOCKENG,48,2,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
007826,DONLAR,48,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
009098,REUTERS,48,1,0001075124,TRI,THOMSON REUTERS CORP /CAN/,Nasdaq,fuzzy_name,0.9,
136884,DENDREON,48,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
004771,FLEXSTEELIND,48,1,0000866374,FLEX,FLEX LTD.,Nasdaq,fuzzy_name,0.9,
122674,CONSUMERINFO,48,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
122674,CONSUMERINFO,48,2,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
113425,TERAYONCOMMSYS,48,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
004423,EQUIFAX,48,1,0000033185,EFX,EQUIFAX INC,NYSE,exact_normalized_name,1.0,
003942,DICKEYJOHN,48,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
018270,MARRONEBIOINNOVATIONS,47,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
018270,MARRONEBIOINNOVATIONS,47,2,0001961847,INHD,INNO HOLDINGS INC.,Nasdaq,fuzzy_name,0.9,
018270,MARRONEBIOINNOVATIONS,47,3,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
018270,MARRONEBIOINNOVATIONS,47,4,0001109345,NVMI,NOVA LTD.,Nasdaq,fuzzy_name,0.9,
170458,MILLENNIALMEDIA,47,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
170458,MILLENNIALMEDIA,47,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
170458,MILLENNIALMEDIA,47,3,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
038092,COUPANG,47,1,0001834584,CPNG,"Coupang, Inc.",NYSE,exact_normalized_name,1.0,
133886,NUMERICALTECH,47,1,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,
064915,INTEST,47,1,0001036262,INTT,INTEST CORP,NYSE,exact_normalized_name,1.0,
062977,SALIXPHARM,47,1,0001787425,XP,XP Inc.,Nasdaq,fuzzy_name,0.9,
024106,CAMBRIDGENEUROSCIENCE,47,1,0001419559,CAMG,"CAM GROUP, INC.",,fuzzy_name,0.9,
110566,INNOSPEC,47,1,0001054905,IOSP,INNOSPEC INC.,Nasdaq,exact_normalized_name,1.0,
110566,INNOSPEC,47,2,0001961847,INHD,INNO HOLDINGS INC.,Nasdaq,fuzzy_name,0.9,
110566,INNOSPEC,47,3,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
004471,EVERESTANDJENNINGSINT,47,1,0001823652,EVEX,"Eve Holding, Inc.",NYSE,fuzzy_name,0.9,
004471,EVERESTANDJENNINGSINT,47,2,0001095073,EG,"EVEREST GROUP, LTD.",NYSE,fuzzy_name,0.9,
002436,BROWNSHOE,47,1,0001356570,WNS,WNS (HOLDINGS) LTD,,fuzzy_name,0.9,
005788,HURCO,47,1,0000315374,HURC,HURCO COMPANIES INC,Nasdaq,fuzzy_name,0.9,
005658,HOFFMANELECTRONICS,47,1,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
011186,VIRGINIACHEM,47,1,0001800227,IAC,IAC Inc.,Nasdaq,fuzzy_name,0.9,
011186,VIRGINIACHEM,47,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
001036,UNITEDDOMINIONIND,46,1,0001736541,NIO,NIO Inc.,NYSE,fuzzy_name,0.9,
001036,UNITEDDOMINIONIND,46,2,0000798949,UNTC,UNIT CORP,OTC,fuzzy_name,0.9,
014808,CONCORDCAMERA,46,1,0001419559,CAMG,"CAM GROUP, INC.",,fuzzy_name,0.9,
014808,CONCORDCAMERA,46,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
008692,POTLATCH,46,1,0001826000,LTCH,"Latch, Inc.",OTC,fuzzy_name,0.9,
019649,SABRE,46,1,0001597033,SABR,Sabre Corp,Nasdaq,exact_normalized_name,1.0,
025929,SATCONTECH,46,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
063525,METROONETELECOM,46,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
024176,NATERA,46,1,0001604821,NTRA,"Natera, Inc.",Nasdaq,exact_normalized_name,1.0,
020742,ZAFGEN,46,1,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9,
020769,KELSEYHAYES,46,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
018623,VIOLINMEMORY,46,1,0000074303,OLN,OLIN Corp,NYSE,fuzzy_name,0.9,
003382,SHUTTERSTOCK,46,1,0001549346,SSTK,"Shutterstock, Inc.",NYSE,exact_normalized_name,1.0,
061948,HEARTSTREAM,46,1,0001095565,HSTM,HEALTHSTREAM INC,Nasdaq,fuzzy_name,0.8695652173913043,
136186,INSMED,46,1,0001104506,INSM,INSMED Inc,Nasdaq,exact_normalized_name,1.0,
004449,SWIFT,46,1,0001492691,KNX,Knight-Swift Transportation Holdings Inc.,NYSE,fuzzy_name,0.9,
005826,ICO,46,1,0000002809,AEM,AGNICO EAGLE MINES LTD,NYSE,fuzzy_name,0.9,
005826,ICO,46,2,0000003545,ALCO,"ALICO, INC.",Nasdaq,fuzzy_name,0.9,
005826,ICO,46,3,0001455863,COLD,AMERICOLD REALTY TRUST,NYSE,fuzzy_name,0.9,
005826,ICO,46,4,0001567663,ATCMF,ATICO MINING Corp,OTC,fuzzy_name,0.9,
005826,ICO,46,5,0001355736,AVCRF,Avricore Health Inc.,OTC,fuzzy_name,0.9,
139922,CURONMEDICAL,46,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
139922,CURONMEDICAL,46,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
120134,INFORMATICA,45,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
156578,ADAES,45,1,0000874761,AES,AES CORP,NYSE,fuzzy_name,0.9,
021743,NVE,45,1,0001423689,AGNC,AGNC Investment Corp.,Nasdaq,fuzzy_name,0.9,
021743,NVE,45,2,0001903464,AIMTF,Aimfinity Investment Corp. I,OTC,fuzzy_name,0.9,
021743,NVE,45,3,0001616736,GGBY,Alpha Investment Inc.,OTC,fuzzy_name,0.9,
021743,NVE,45,4,0001982444,BDMD,Baird Medical Investment Holdings Ltd,Nasdaq,fuzzy_name,0.9,
021743,NVE,45,5,0001372807,BCIC,BCP Investment Corp,Nasdaq,fuzzy_name,0.9,
145046,EVISION,45,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
145046,EVISION,45,2,0002089488,SNEVY,SUNEVISION HOLDINGS/ADR,OTC,fuzzy_name,0.9,
105950,AGJUNCTION,45,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
002581,CVDEQUIPMENT,45,1,0000766792,CVV,CVD EQUIPMENT CORP,Nasdaq,exact_compact_name,0.985,
009282,RUCKER,45,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
001098,ACMECLEVELAND,45,1,0001156375,CME,CME GROUP INC.,Nasdaq,fuzzy_name,0.9,
001098,ACMECLEVELAND,45,2,0001823652,EVEX,"Eve Holding, Inc.",NYSE,fuzzy_name,0.9,
017515,GATEKEEPERSYS,45,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
013200,PHOTRONICS,45,1,0000810136,PLAB,PHOTRONICS INC,Nasdaq,exact_normalized_name,1.0,
013200,PHOTRONICS,45,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
013200,PHOTRONICS,45,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
013200,PHOTRONICS,45,4,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
013939,KEPTEL,45,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
007567,MORRISONKNUDSEN,45,1,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,
007567,MORRISONKNUDSEN,45,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
137434,MOBILITYELECTRONICS,45,1,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
026636,SENSEONICS,45,1,0001616543,SENS,"Senseonics Holdings, Inc.",Nasdaq,exact_normalized_name,1.0,
026636,SENSEONICS,45,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
026636,SENSEONICS,45,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
035133,SLACKTECH,45,1,0000892450,KT,KT CORP,NYSE,fuzzy_name,0.9,
011644,KEYENERGYSVCS,45,1,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9,
011644,KEYENERGYSVCS,45,2,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
133729,ORATECINTERVENTIONS,44,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
061508,GELTEXPHARM,44,1,0001787425,XP,XP Inc.,Nasdaq,fuzzy_name,0.9,
024505,TECNOLMEDICALPROD,44,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
142460,GREATPOINTENERGY,44,1,0002030954,XHLD,"TEN Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
009009,REEVESBROS,44,1,0001823652,EVEX,"Eve Holding, Inc.",NYSE,fuzzy_name,0.9,
003426,CONSRAIL,44,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
033037,ZSCALER,44,1,0001713683,ZS,"Zscaler, Inc.",Nasdaq,exact_normalized_name,1.0,
033037,ZSCALER,44,2,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,
009051,MINNTECH,44,1,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
003379,CONDUCTRON,44,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
003379,CONDUCTRON,44,2,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
005762,HOWMET,44,1,0000004281,HWM,Howmet Aerospace Inc.,NYSE,fuzzy_name,0.9,
004596,FEDERAL,44,1,0001490906,CFFN,"Capitol Federal Financial, Inc.",Nasdaq,fuzzy_name,0.9,
004596,FEDERAL,44,2,0000845877,AGM,FEDERAL AGRICULTURAL MORTGAGE CORP,NYSE,fuzzy_name,0.9,
004596,FEDERAL,44,3,0001026214,FMCC,FEDERAL HOME LOAN MORTGAGE CORP,OTC,fuzzy_name,0.9,
004596,FEDERAL,44,4,0000310522,FNMA,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,OTC,fuzzy_name,0.9,
004596,FEDERAL,44,5,0000034903,FRT,FEDERAL REALTY INVESTMENT TRUST,NYSE,fuzzy_name,0.9,
156857,GTX,44,1,0001735438,MGTX,MeiraGTx Holdings plc,Nasdaq,fuzzy_name,0.9,
023167,BLUEBIRD,44,1,0001589526,BLBD,Blue Bird Corp,Nasdaq,exact_compact_name,0.985,
002951,DELPHAXTECH,44,1,0001051627,AXTI,AXT INC,Nasdaq,fuzzy_name,0.9,
011349,WELDOTRON,44,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
011349,WELDOTRON,44,2,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
011016,UNIVERSALINSTR,44,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
011133,VENTRON,44,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
011133,VENTRON,44,2,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
025390,SPACELABSMEDICAL,44,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
061427,ADE,44,1,0001817358,ASO,"Academy Sports & Outdoors, Inc.",Nasdaq,fuzzy_name,0.9,
061427,ADE,44,2,0001499505,AGRO,Adecoagro S.A.,NYSE,fuzzy_name,0.9,
061427,ADE,44,3,0001803696,ADEA,Adeia Inc.,Nasdaq,fuzzy_name,0.9,
061427,ADE,44,4,0001015647,AAUAF,ALMADEN MINERALS LTD,OTC,fuzzy_name,0.9,
061427,ADE,44,5,0001647435,ATDRF,Auto Trader Group plc/ADR,OTC,fuzzy_name,0.9,
063520,TRANSACTTECH,43,1,0001013880,TTEC,"TTEC Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
030540,RFMONOLITHICS,43,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
028424,QUANTENNACOMM,43,1,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
028424,QUANTENNACOMM,43,2,0002030954,XHLD,"TEN Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
010197,SUPERIOROIL,43,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
023622,CELTRIXPHARM,43,1,0001787425,XP,XP Inc.,Nasdaq,fuzzy_name,0.9,
001659,ANDERSONS,43,1,0000821026,ANDE,"Andersons, Inc.",Nasdaq,exact_normalized_name,1.0,
001659,ANDERSONS,43,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
010859,UNION,43,1,0000883948,AUB,Atlantic Union Bankshares Corp,NYSE,fuzzy_name,0.9,
010859,UNION,43,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
010859,UNION,43,3,0001736541,NIO,NIO Inc.,NYSE,fuzzy_name,0.9,
010859,UNION,43,4,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
010859,UNION,43,5,0001552033,TRU,TransUnion,NYSE,fuzzy_name,0.9,
163927,HITTITEMICROWAVE,43,1,0000216228,ITT,ITT INC.,NYSE,fuzzy_name,0.9,
009799,SOLITRONDEVICES,43,1,0000091668,SODI,SOLITRON DEVICES INC,OTC,exact_compact_name,0.985,
009799,SOLITRONDEVICES,43,2,0000780571,ITRI,"ITRON, INC.",Nasdaq,fuzzy_name,0.9,
009799,SOLITRONDEVICES,43,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
009799,SOLITRONDEVICES,43,4,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
007503,MOLECULARBIOSYSTEMS,43,1,0001758766,STEM,"STEM, INC.",NYSE,fuzzy_name,0.9,
011134,VERBATIM,43,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
133328,ARDEABIOSCIENCES,43,1,0001501796,AURA,"Aura Biosciences, Inc.",Nasdaq,fuzzy_name,0.875,
133328,ARDEABIOSCIENCES,43,2,0001798749,JBIO,"Jade Biosciences, Inc.",Nasdaq,fuzzy_name,0.875,
145809,LOGICVISION,43,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
