iso2c,year,patent_count,benchmark_score_mean,empirical_driven_share,public_funded_share,science_reference_share_mean,ln_forward_citation_10y_plus1_mean,citing_cpc4_count_10y_mean,opens_new_cpc_field_share,years_ahead_cpc_mean
BR,2004,18,0.3023666261256016,0.3888888888888889,0.0,,0.0,0.0,0.0,0.0
NZ,2008,1,0.002038130516660137,0.0,0.0,,0.0,0.0,0.0,0.0
KY,2004,68,0.13064799879137537,0.22058823529411764,0.0,,0.0,0.0,0.0,0.0
BM,2003,152,0.17574080379539675,0.20394736842105263,0.0,,0.0,0.0,0.0,0.0
DK,2012,132,0.23526502705850683,0.32575757575757575,0.0,,0.0,0.0,0.0,0.0
MX,2009,4,0.0046730418844284066,0.0,0.0,,0.0,0.0,0.0,0.0
US,2015,81781,0.17966890874457017,0.23362394688252772,0.014954573800760568,,0.0,0.0,0.0,0.0
JP,2013,21131,0.22646747316584082,0.2982821447162936,4.7323837016705316e-05,,0.0,0.0,0.0,0.0
KY,2014,937,0.06677903596253681,0.08431163287086446,0.0032017075773745998,,0.0,0.0,0.0,0.0
KY,2015,938,0.07428079387687299,0.09594882729211088,0.0042643923240938165,,0.0,0.0,0.0,0.0
AT,2012,190,0.09888864093838536,0.14210526315789473,0.0,,0.0,0.0,0.0,0.0
IN,2004,46,0.053918279363187424,0.06521739130434782,0.021739130434782608,,0.0,0.0,0.0,0.0
MT,2010,8,0.19166689421985175,0.25,0.0,,0.0,0.0,0.0,0.0
NO,2011,26,0.24575415147628715,0.38461538461538464,0.0,,0.0,0.0,0.0,0.0
EG,2010,2,0.5007345970964998,0.5,0.0,,0.0,0.0,0.0,0.0
NZ,2007,2,0.011822298240989005,0.0,0.0,,0.0,0.0,0.0,0.0
FI,2000,999,0.07926356110457534,0.1011011011011011,0.001001001001001001,,0.0,0.0,0.0,0.0
LU,2002,10,0.14558252006762956,0.2,0.0,,0.0,0.0,0.0,0.0
AU,2001,71,0.2830989629894174,0.36619718309859156,0.0,,0.0,0.0,0.0,0.0
IL,2003,235,0.18584601987147592,0.22127659574468084,0.0,,0.0,0.0,0.0,0.0
DK,2002,69,0.28243247967222423,0.36231884057971014,0.0,,0.0,0.0,0.0,0.0
MY,2006,2,0.012510745285451404,0.0,0.0,,0.0,0.0,0.0,0.0
VN,2011,2,0.0037007554718725957,0.0,0.0,,0.0,0.0,0.0,0.0
GB,1999,718,0.13769970450461075,0.18245125348189414,0.0,,0.0,0.0,0.0,0.0
GB,2000,637,0.19855942712134336,0.27001569858712715,0.0015698587127158557,,0.0,0.0,0.0,0.0
BM,2001,30,0.1653635798967778,0.2,0.0,,0.0,0.0,0.0,0.0
MU,2002,1,0.0009350616908261754,0.0,0.0,,0.0,0.0,0.0,0.0
AU,2003,98,0.21198335168796226,0.2755102040816326,0.0,,0.0,0.0,0.0,0.0
AR,2006,4,0.07504661757332509,0.25,0.0,,0.0,0.0,0.0,0.0
ES,2004,4,0.3655791148118872,0.5,0.0,,0.0,0.0,0.0,0.0
CY,2004,1,0.08616371194269064,0.0,0.0,,0.0,0.0,0.0,0.0
TW,1999,1239,0.10987537326406427,0.15012106537530268,0.0,,0.0,0.0,0.0,0.0
GB,1995,637,0.08218151105783167,0.10675039246467818,0.0015698587127158557,,0.0,0.0,0.0,0.0
CA,1998,1292,0.14190616126691585,0.18343653250773995,0.0023219814241486067,,0.0,0.0,0.0,0.0
TW,2000,792,0.12972588124639098,0.17424242424242425,0.0,,0.0,0.0,0.0,0.0
TW,1995,310,0.04386446845474023,0.06129032258064516,0.0,,0.0,0.0,0.0,0.0
MX,2005,3,0.004491054606029883,0.0,0.0,,0.0,0.0,0.0,0.0
CL,2006,1,0.0012567956851898467,0.0,0.0,,0.0,0.0,0.0,0.0
BB,2013,314,0.10424841778171214,0.1305732484076433,0.0,,0.0,0.0,0.0,0.0
AE,2015,3,0.3339139417858834,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
IN,2015,156,0.10662053324599438,0.12179487179487179,0.0,,0.0,0.0,0.0,0.0
ZA,2013,1,0.0015888535138786598,0.0,0.0,,0.0,0.0,0.0,0.0
ES,2014,32,0.09689801321808356,0.15625,0.0,,0.0,0.0,0.0,0.0
IN,2014,130,0.10171829353720975,0.13076923076923078,0.0,,0.0,0.0,0.0,0.0
CA,2016,1018,0.2104146488485682,0.2829076620825147,0.0,,0.0,0.0,0.0,0.0
BR,2014,64,0.13339198060946458,0.203125,0.0,,0.0,0.0,0.0,0.0
NO,2013,55,0.23259123763957548,0.2545454545454545,0.0,,0.0,0.0,0.0,0.0
NL,2017,1202,0.2711798743864436,0.3452579034941764,0.0,,0.0,0.0,0.0,0.0
IL,2017,469,0.1727242461543857,0.21535181236673773,0.0,,0.0,0.0,0.0,0.0
IT,2018,259,0.17809626479685253,0.2084942084942085,0.0,,0.0,0.0,0.0,0.0
FI,1978,13,0.2266823555105775,0.38461538461538464,0.0,,0.0,0.0,0.0,0.0
CH,1974,117,0.15968351680801515,0.23931623931623933,0.0,,0.0,0.0,0.0,0.0
SE,1975,4,0.25135777406888254,0.25,0.0,,0.0,0.0,0.0,0.0
US,1954,6,0.012879516425570186,0.0,0.0,,0.0,0.0,0.0,0.0
DE,2019,558,0.29658388590283724,0.3602150537634409,0.0017921146953405018,,0.0,0.0,0.0,0.0
PH,2017,11,0.07424620743366922,0.18181818181818182,0.0,,0.0,0.0,0.0,0.0
BM,2017,177,0.19703065193623795,0.23728813559322035,0.0,,0.0,0.0,0.0,0.0
BE,2018,63,0.11331940784971657,0.14285714285714285,0.0,,0.0,0.0,0.0,0.0
BR,2015,53,0.24158763726257526,0.32075471698113206,0.0,,0.0,0.0,0.0,0.0
CZ,2017,4,0.0032153518577968353,0.0,0.0,,0.0,0.0,0.0,0.0
AU,2017,95,0.13935900139602894,0.2,0.0,,0.0,0.0,0.0,0.0
ES,2015,39,0.16013129894729417,0.20512820512820512,0.02564102564102564,,0.0,0.0,0.0,0.0
AT,2019,48,0.07958716500702603,0.08333333333333333,0.0,,0.0,0.0,0.0,0.0
CM,2017,7,0.09969122499485554,0.14285714285714285,0.0,,0.0,0.0,0.0,0.0
HU,2019,2,0.002401181455808858,0.0,0.0,,0.0,0.0,0.0,0.0
DK,2019,15,0.21714769868632977,0.26666666666666666,0.0,,0.0,0.0,0.0,0.0
LU,2019,21,0.07697615158415076,0.09523809523809523,0.0,,0.0,0.0,0.0,0.0
TR,2017,2,0.046863653182816975,0.0,0.0,,0.0,0.0,0.0,0.0
SA,2013,4,0.4199209112999115,0.5,0.0,,0.0,0.0,0.0,0.0
LT,2013,4,0.050180996482627666,0.25,0.0,,0.0,0.0,0.0,0.0
IT,1997,335,0.08705071889974661,0.1253731343283582,0.0,,0.0,0.0,0.0,0.0
SE,1996,482,0.14989845902270646,0.1991701244813278,0.0,,0.0,0.0,0.0,0.0
FR,1996,999,0.17370927579055664,0.26126126126126126,0.0,,0.0,0.0,0.0,0.0
BE,1997,35,0.12927350236049542,0.2,0.0,,0.0,0.0,0.0,0.0
IN,1996,8,0.007029651611951067,0.0,0.0,,0.0,0.0,0.0,0.0
CA,1994,340,0.19521282544987859,0.2735294117647059,0.0,,0.0,0.0,0.0,0.0
MX,1994,1,0.11578012338995515,0.0,0.0,,0.0,0.0,0.0,0.0
TC,1997,1,0.03147952702001578,0.0,0.0,,0.0,0.0,0.0,0.0
BS,1995,1,0.001197677973626472,0.0,0.0,,0.0,0.0,0.0,0.0
LA,1999,2,0.0121600500378276,0.0,0.0,,0.0,0.0,0.0,0.0
TD,1998,3,0.27542816826614513,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0
KN,1996,1,0.001440294410114258,0.0,0.0,,0.0,0.0,0.0,0.0
AU,1993,31,0.0817026066675419,0.0967741935483871,0.0,,0.0,0.0,0.0,0.0
DE,1984,1465,0.18632773976366135,0.27918088737201363,0.0006825938566552901,,0.0,0.0,0.0,0.0
BE,1983,8,0.09584460265252717,0.125,0.0,,0.0,0.0,0.0,0.0
JP,2020,289,0.2280730060327551,0.2975778546712803,0.0,,0.0,0.0,0.0,0.0
FR,1985,391,0.19965217758071957,0.2966751918158568,0.0,,0.0,0.0,0.0,0.0
DE,1986,1774,0.18851473016860698,0.2807215332581736,0.0,,0.0,0.0,0.0,0.0
SE,1985,110,0.2893690555355239,0.34545454545454546,0.0,,0.0,0.0,0.0,0.0
LI,1985,2,0.12951580808249075,0.5,0.0,,0.0,0.0,0.0,0.0
KR,2020,20,0.1194509912593075,0.1,0.0,,0.0,0.0,0.0,0.0
MX,2016,17,0.0029738208405727974,0.0,0.0,,0.0,0.0,0.0,0.0
MC,2013,3,0.004078281976246271,0.0,0.0,,0.0,0.0,0.0,0.0
AE,2014,5,0.21024429785695453,0.2,0.0,,0.0,0.0,0.0,0.0
HU,2012,2,0.4983185323525829,0.5,0.0,,0.0,0.0,0.0,0.0
CH,1970,3,0.004663925574765934,0.0,0.0,,0.0,0.0,0.0,0.0
LT,2011,1,0.0063096607369331845,0.0,0.0,,0.0,0.0,0.0,0.0
SA,2011,3,0.03260166779223284,0.0,0.0,,0.0,0.0,0.0,0.0
EE,2011,3,0.35449232403135755,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
GI,2013,21,0.14625449773865198,0.2857142857142857,0.0,,0.0,0.0,0.0,0.0
GI,2011,3,0.09656561468866691,0.0,0.0,,0.0,0.0,0.0,0.0
CN,2000,12,0.0537029083239187,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0
MT,2018,4,0.41650116517656266,0.5,0.0,,0.0,0.0,0.0,0.0
KN,2004,6,0.1939024768475619,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
VG,2014,1,0.0013055074281180601,0.0,0.0,,0.0,0.0,0.0,0.0
RU,2018,1,0.10653634537841523,0.0,0.0,,0.0,0.0,0.0,0.0
VG,2015,2,0.5307060042497933,0.5,0.0,,0.0,0.0,0.0,0.0
BG,2006,1,0.018592733306641396,0.0,0.0,,0.0,0.0,0.0,0.0
AT,2002,28,0.08276935525503103,0.10714285714285714,0.0,,0.0,0.0,0.0,0.0
AR,2000,1,0.08324349794438023,0.0,0.0,,0.0,0.0,0.0,0.0
CM,2001,5,0.015024146427955146,0.0,0.0,,0.0,0.0,0.0,0.0
CN,1999,19,0.11396982902347166,0.10526315789473684,0.0,,0.0,0.0,0.0,0.0
MA,2006,1,0.0009289644042235841,0.0,0.0,,0.0,0.0,0.0,0.0
CR,2008,1,0.006978204458511268,0.0,0.0,,0.0,0.0,0.0,0.0
MY,1999,1,0.005009267963640648,0.0,0.0,,0.0,0.0,0.0,0.0
BG,1999,1,0.023869709960726355,0.0,0.0,,0.0,0.0,0.0,0.0
VN,2013,2,0.0803978472463402,0.5,0.0,,0.0,0.0,0.0,0.0
CY,2014,1,0.001336211174087241,0.0,0.0,,0.0,0.0,0.0,0.0
MC,2011,1,0.004944294950443883,0.0,0.0,,0.0,0.0,0.0,0.0
KW,2014,1,0.0009203495306222419,0.0,0.0,,0.0,0.0,0.0,0.0
CM,2003,4,0.0034739927244461766,0.0,0.0,,0.0,0.0,0.0,0.0
RU,1997,1,0.08866672816445127,0.0,0.0,,0.0,0.0,0.0,0.0
MY,2000,1,0.0007197526758134824,0.0,0.0,,0.0,0.0,0.0,0.0
CU,2017,1,0.0011905439864825687,0.0,0.0,,0.0,0.0,0.0,0.0
AR,1999,1,0.0031300548374486995,0.0,0.0,,0.0,0.0,0.0,0.0
CM,1993,2,0.5013720733814984,0.5,0.0,,0.0,0.0,0.0,0.0
BM,1993,1,0.07177710491788249,0.0,0.0,,0.0,0.0,0.0,0.0
CN,1995,6,0.22213321721161838,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
DK,1986,2,0.011035092525161203,0.0,0.0,,0.0,0.0,0.0,0.0
PL,2006,1,0.0018281236744805977,0.0,0.0,,0.0,0.0,0.0,0.0
BS,1999,1,0.31915748194520044,1.0,0.0,,0.0,0.0,0.0,0.0
BZ,1995,1,0.032614863121209876,0.0,0.0,,0.0,0.0,0.0,0.0
LU,1986,2,0.1238004754042619,0.5,0.0,,0.0,0.0,0.0,0.0
BR,1985,1,0.9609629610872497,1.0,0.0,,0.0,0.0,0.0,0.0
ES,1985,1,0.8240167142584728,1.0,0.0,,0.0,0.0,0.0,0.0
DK,1984,2,0.47065085043934435,0.5,0.0,,0.0,0.0,0.0,0.0
FI,1987,45,0.36349595707362964,0.5111111111111111,0.0,,0.0,0.0,0.0,0.0
MY,1987,4,0.049487770234700836,0.25,0.0,,0.0,0.0,0.0,0.0
CN,1987,6,0.08044280134501201,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
TW,1987,3,0.007758244257556844,0.0,0.0,,0.0,0.0,0.0,0.0
IL,1988,28,0.33214527529947296,0.42857142857142855,0.0,,0.0,0.0,0.0,0.0
BS,1987,1,0.05136781454637023,0.0,0.0,,0.0,0.0,0.0,0.0
CM,1988,1,0.03529092364730528,0.0,0.0,,0.0,0.0,0.0,0.0
AE,2004,1,0.0007252077650701542,0.0,0.0,,0.0,0.0,0.0,0.0
RU,2010,1,0.0022449855117904973,0.0,0.0,,0.0,0.0,0.0,0.0
CO,2011,1,0.5162960767674047,1.0,0.0,,0.0,0.0,0.0,0.0
TW,1978,1,0.0018225185821060788,0.0,0.0,,0.0,0.0,0.0,0.0
LI,1996,1,0.002451928836573302,0.0,0.0,,0.0,0.0,0.0,0.0
CL,1995,1,0.08633048849709475,0.0,0.0,,0.0,0.0,0.0,0.0
BR,1996,8,0.2728372386713334,0.25,0.0,,0.0,0.0,0.0,0.0
ES,1996,25,0.0731382957882336,0.08,0.0,,0.0,0.0,0.0,0.0
MX,1998,1,0.008117659692574348,0.0,0.0,,0.0,0.0,0.0,0.0
IM,2011,1,0.9905637348609723,1.0,0.0,,0.0,0.0,0.0,0.0
CZ,1993,1,0.044105145779669605,0.0,0.0,,0.0,0.0,0.0,0.0
MY,1995,1,0.010367171346676739,0.0,0.0,,0.0,0.0,0.0,0.0
AT,1990,1,0.0011552004094232936,0.0,0.0,,0.0,0.0,0.0,0.0
CA,1973,8,0.2844975324175504,0.375,0.0,,0.0,0.0,0.0,0.0
PA,1972,1,0.0032772396612903284,0.0,0.0,,0.0,0.0,0.0,0.0
BR,1975,1,0.8797764914510726,1.0,0.0,,0.0,0.0,0.0,0.0
TD,1976,3,0.2916088905179098,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
ES,1975,1,0.006600861796153494,0.0,0.0,,0.0,0.0,0.0,0.0
DE,1961,1,0.0013862418805901582,0.0,0.0,,0.0,0.0,0.0,0.0
GE,1976,1,0.004679653818097759,0.0,0.0,,0.0,0.0,0.0,0.0
MY,1978,2,0.5069200323152188,0.5,0.0,,0.0,0.0,0.0,0.0
JP,1991,9739,0.23386915389856852,0.3168703152274361,0.00010267994660642776,,0.0,0.0,0.0,0.0
JP,1992,9895,0.234737941875,0.3145022738756948,0.0,,0.0,0.0,0.0,0.0
CH,1990,92,0.4066991937339183,0.5217391304347826,0.0,,0.0,0.0,0.0,0.0
US,1989,21954,0.219221516851428,0.30686890771613373,0.013437186845221827,,0.0,0.0,0.0,0.0
GB,1988,489,0.1559608740831541,0.22699386503067484,0.0,,0.0,0.0,0.0,0.0
JP,1983,4567,0.27787181436288005,0.38362163345741185,0.0,,0.0,0.0,0.0,0.0
FR,1989,705,0.1941621735996846,0.2936170212765957,0.0,,0.0,0.0,0.0,0.0
JP,2010,22566,0.22514874598131515,0.3014712399184614,4.4314455375343434e-05,,0.0,0.0,0.0,0.0
FR,2009,1550,0.11215184814004271,0.1503225806451613,0.0012903225806451613,,0.0,0.0,0.0,0.0
BB,2010,143,0.11135487670045155,0.14685314685314685,0.0,,0.0,0.0,0.0,0.0
NL,2006,2012,0.2990883405103427,0.3871769383697813,0.0009940357852882703,,0.0,0.0,0.0,0.0
DE,2007,4416,0.18340434570442798,0.23143115942028986,0.00022644927536231884,,0.0,0.0,0.0,0.0
IL,2006,318,0.14231463046622347,0.1792452830188679,0.0,,0.0,0.0,0.0,0.0
IT,2011,281,0.23680787993886793,0.298932384341637,0.0,,0.0,0.0,0.0,0.0
SE,2009,1321,0.1138537375153858,0.1506434519303558,0.0,,0.0,0.0,0.0,0.0
KR,2010,646,0.1652702161453542,0.23529411764705882,0.0,,0.0,0.0,0.0,0.0
SE,2005,951,0.14685227287231378,0.18506834910620398,0.0,,0.0,0.0,0.0,0.0
FR,2005,1536,0.11284317945968692,0.15364583333333334,0.0032552083333333335,,0.0,0.0,0.0,0.0
CA,2004,889,0.1746942472210923,0.2373453318335208,0.0022497187851518562,,0.0,0.0,0.0,0.0
BE,2013,184,0.12860750490934775,0.1793478260869565,0.005434782608695652,,0.0,0.0,0.0,0.0
CA,2014,1122,0.18607434983619262,0.24777183600713013,0.0,,0.0,0.0,0.0,0.0
KY,2016,863,0.06185902594362202,0.08227114716106605,0.0,,0.0,0.0,0.0,0.0
IT,2013,367,0.25511510333940607,0.3188010899182561,0.0,,0.0,0.0,0.0,0.0
SE,2016,1410,0.10698746060112951,0.1425531914893617,0.0007092198581560284,,0.0,0.0,0.0,0.0
FR,1982,376,0.17854767831312657,0.2632978723404255,0.0,,0.0,0.0,0.0,0.0
NO,1991,19,0.19890263727637505,0.3157894736842105,0.0,,0.0,0.0,0.0,0.0
CH,1986,111,0.2813056768431163,0.4144144144144144,0.0,,0.0,0.0,0.0,0.0
US,1982,18372,0.2124153815468948,0.3074243413890703,0.013281079904202046,,0.0,0.0,0.0,0.0
SE,1989,96,0.23660442206051024,0.3645833333333333,0.0,,0.0,0.0,0.0,0.0
KR,1992,10,0.049165873158975325,0.1,0.0,,0.0,0.0,0.0,0.0
KR,1991,5,0.2334457110128915,0.6,0.0,,0.0,0.0,0.0,0.0
GB,1993,472,0.1464858234433471,0.19491525423728814,0.0,,0.0,0.0,0.0,0.0
NO,1992,18,0.19049110583763965,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
TW,1993,93,0.02718119268500979,0.053763440860215055,0.0,,0.0,0.0,0.0,0.0
NL,1987,128,0.20268241747570745,0.328125,0.0,,0.0,0.0,0.0,0.0
FI,1993,123,0.2214781828736372,0.2764227642276423,0.0,,0.0,0.0,0.0,0.0
ZA,1991,2,0.04095451326962739,0.0,0.0,,0.0,0.0,0.0,0.0
ZA,1992,3,0.029373158040617686,0.0,0.0,,0.0,0.0,0.0,0.0
US,1976,19127,0.22340036067384098,0.3252470329900141,0.011606629372091807,,0.0,0.0,0.0,0.0
CA,1979,115,0.25843874490015123,0.3652173913043478,0.0,,0.0,0.0,0.0,0.0
US,1968,68,0.22746816872453124,0.27941176470588236,0.04411764705882353,,0.0,0.0,0.0,0.0
CH,1980,149,0.2400099931480126,0.33557046979865773,0.0,,0.0,0.0,0.0,0.0
NL,1978,58,0.2127336146223545,0.3448275862068966,0.0,,0.0,0.0,0.0,0.0
US,1973,2495,0.19046899931036224,0.28537074148296593,0.009619238476953907,,0.0,0.0,0.0,0.0
AU,1978,16,0.1209005053194796,0.125,0.0,,0.0,0.0,0.0,0.0
FR,1976,285,0.1704325493082688,0.24561403508771928,0.0,,0.0,0.0,0.0,0.0
CH,1977,134,0.19442926581624362,0.3358208955223881,0.0,,0.0,0.0,0.0,0.0
US,1969,101,0.17849508765856342,0.25742574257425743,0.019801980198019802,,0.0,0.0,0.0,0.0
JP,1981,4131,0.293130395165401,0.39796659404502543,0.0,,0.0,0.0,0.0,0.0
DE,1974,37,0.15252084968429466,0.2702702702702703,0.0,,0.0,0.0,0.0,0.0
DE,1970,4,0.2556041359465689,0.25,0.0,,0.0,0.0,0.0,0.0
NO,1981,8,0.013092610143302518,0.0,0.0,,0.0,0.0,0.0,0.0
FR,1973,68,0.20615512992558147,0.3088235294117647,0.0,,0.0,0.0,0.0,0.0
US,1958,6,0.026731065169502244,0.0,0.0,,0.0,0.0,0.0,0.0
SE,1982,90,0.37160069185614436,0.5444444444444444,0.0,,0.0,0.0,0.0,0.0
KR,1981,1,0.12980875365295919,0.0,0.0,,0.0,0.0,0.0,0.0
US,2009,55354,0.16961913695417377,0.22381399718177547,0.01943852296130361,,0.0,0.0,0.0,0.0
US,2005,58538,0.16271205882374107,0.2136048378830845,0.017134169257576274,,0.0,0.0,0.0,0.0
CH,2012,1367,0.15996706228416438,0.21141185076810534,0.0021945866861741038,,0.0,0.0,0.0,0.0
DE,2008,3977,0.20999619445562814,0.2687955745536837,0.0010057832537088258,,0.0,0.0,0.0,0.0
US,1998,47741,0.1831249703253037,0.24494669152300957,0.013803648855281623,,0.0,0.0,0.0,0.0
US,1994,30652,0.21451508483955112,0.290062638653269,0.01174474748792901,,0.0,0.0,0.0,0.0
FR,1998,1514,0.14029428475084463,0.19881109643328929,0.0019815059445178335,,0.0,0.0,0.0,0.0
NL,2000,1396,0.24146178603642918,0.3223495702005731,0.0007163323782234957,,0.0,0.0,0.0,0.0
CH,2002,621,0.16228863889787332,0.214170692431562,0.001610305958132045,,0.0,0.0,0.0,0.0
GB,2003,585,0.16916650210678463,0.23076923076923078,0.008547008547008548,,0.0,0.0,0.0,0.0
MX,2004,2,0.5006438931007351,0.5,0.5,,0.0,0.0,0.0,0.0
AU,2006,145,0.21137634830310115,0.2896551724137931,0.0,,0.0,0.0,0.0,0.0
IE,2012,136,0.13468552666912165,0.19117647058823528,0.007352941176470588,,0.0,0.0,0.0,0.0
KY,2009,173,0.043057179895627254,0.046242774566473986,0.005780346820809248,,0.0,0.0,0.0,0.0
FI,2001,1118,0.0829508963798478,0.11359570661896243,0.0,,0.0,0.0,0.0,0.0
CZ,2006,3,0.717935143490446,1.0,0.0,,0.0,0.0,0.0,0.0
BR,2009,59,0.2581631122913464,0.3389830508474576,0.0,,0.0,0.0,0.0,0.0
DK,2007,109,0.18501183060598264,0.27522935779816515,0.0,,0.0,0.0,0.0,0.0
BE,2011,218,0.11807238541520233,0.16055045871559634,0.0045871559633027525,,0.0,0.0,0.0,0.0
AT,2008,121,0.10619884411753172,0.11570247933884298,0.0,,0.0,0.0,0.0,0.0
FI,2003,895,0.06074524327856522,0.07597765363128492,0.0,,0.0,0.0,0.0,0.0
IN,2009,75,0.1056553858057059,0.16,0.0,,0.0,0.0,0.0,0.0
ES,2009,17,0.010555673375785071,0.0,0.0,,0.0,0.0,0.0,0.0
BM,2006,286,0.15704722493082382,0.18181818181818182,0.0,,0.0,0.0,0.0,0.0
LU,2008,27,0.10527588459144248,0.14814814814814814,0.0,,0.0,0.0,0.0,0.0
AT,2007,104,0.08970277420355233,0.14423076923076922,0.0,,0.0,0.0,0.0,0.0
DK,2008,96,0.16389291443229345,0.23958333333333334,0.0,,0.0,0.0,0.0,0.0
SA,2010,6,0.4147785410908557,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0
IN,2005,86,0.051799291525133184,0.09302325581395349,0.0,,0.0,0.0,0.0,0.0
TW,2003,1065,0.10680207052643408,0.14929577464788732,0.0,,0.0,0.0,0.0,0.0
NO,2010,25,0.24802870288569012,0.4,0.0,,0.0,0.0,0.0,0.0
SG,2012,445,0.21570572754459047,0.2539325842696629,0.0044943820224719105,,0.0,0.0,0.0,0.0
BR,2005,23,0.3377174045908405,0.34782608695652173,0.0,,0.0,0.0,0.0,0.0
GB,2001,598,0.1634411765695033,0.2140468227424749,0.0,,0.0,0.0,0.0,0.0
US,2016,78635,0.18515296290708766,0.23985502638774084,0.013034908119793985,,0.0,0.0,0.0,0.0
BB,2018,141,0.27107450144374146,0.36879432624113473,0.02127659574468085,,0.0,0.0,0.0,0.0
CA,2015,1026,0.18167936258168457,0.2573099415204678,0.009746588693957114,,0.0,0.0,0.0,0.0
GI,2010,10,0.23274598496405133,0.5,0.0,,0.0,0.0,0.0,0.0
CN,2001,45,0.05577715231890241,0.08888888888888889,0.0,,0.0,0.0,0.0,0.0
LU,2007,17,0.08513711614191634,0.11764705882352941,0.0,,0.0,0.0,0.0,0.0
KY,2005,50,0.06434529069527134,0.1,0.0,,0.0,0.0,0.0,0.0
CN,2003,73,0.18362571673390865,0.2876712328767123,0.0,,0.0,0.0,0.0,0.0
IE,2002,29,0.19038643240514883,0.2413793103448276,0.0,,0.0,0.0,0.0,0.0
NL,1999,760,0.1482316655278967,0.19473684210526315,0.0,,0.0,0.0,0.0,0.0
JP,1997,17936,0.2085089539868479,0.2829504906333631,5.575379125780553e-05,,0.0,0.0,0.0,0.0
IL,2000,145,0.195670003522255,0.22758620689655173,0.0,,0.0,0.0,0.0,0.0
TW,2001,1066,0.10731123423269036,0.1378986866791745,0.0,,0.0,0.0,0.0,0.0
ES,2005,10,0.25517338504617904,0.5,0.0,,0.0,0.0,0.0,0.0
AU,2000,85,0.2921883728153353,0.32941176470588235,0.0,,0.0,0.0,0.0,0.0
NL,1995,280,0.1246903242372782,0.19285714285714287,0.0,,0.0,0.0,0.0,0.0
SE,1998,973,0.1411226059792458,0.1932168550873587,0.0,,0.0,0.0,0.0,0.0
AE,2005,1,0.0008036169121710886,0.0,0.0,,0.0,0.0,0.0,0.0
MX,2015,3,0.010507392757337496,0.0,0.0,,0.0,0.0,0.0,0.0
FR,2016,938,0.17673437196490432,0.2505330490405117,0.0,,0.0,0.0,0.0,0.0
NZ,2012,3,0.3347837628702403,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
MT,2011,3,0.00401114391843154,0.0,0.0,,0.0,0.0,0.0,0.0
JP,2018,13352,0.2383228648262684,0.31493409227082086,7.489514679448772e-05,,0.0,0.0,0.0,0.0
ES,2016,34,0.18755476544634875,0.29411764705882354,0.0,,0.0,0.0,0.0,0.0
CN,2017,549,0.10529678015029711,0.14571948998178508,0.0,,0.0,0.0,0.0,0.0
TW,2017,2681,0.08626818793485261,0.1104065647146587,0.0,,0.0,0.0,0.0,0.0
IN,2016,162,0.15479748028969162,0.19135802469135801,0.0,,0.0,0.0,0.0,0.0
KR,2018,785,0.15329090499429454,0.21528662420382166,0.0,,0.0,0.0,0.0,0.0
GB,2017,765,0.18880749675992584,0.22875816993464052,0.00261437908496732,,0.0,0.0,0.0,0.0
SG,2019,121,0.13655506464304115,0.1652892561983471,0.0,,0.0,0.0,0.0,0.0
SG,2002,151,0.11858878091659592,0.16556291390728478,0.0,,0.0,0.0,0.0,0.0
AR,2003,1,0.013173380218086568,0.0,0.0,,0.0,0.0,0.0,0.0
CY,2009,2,0.0259111802725103,0.0,0.0,,0.0,0.0,0.0,0.0
NZ,2002,4,0.0649256060866014,0.25,0.0,,0.0,0.0,0.0,0.0
SE,1976,45,0.2097511001848372,0.35555555555555557,0.0,,0.0,0.0,0.0,0.0
IL,1978,3,0.04424470632521793,0.0,0.0,,0.0,0.0,0.0,0.0
FI,2017,327,0.10014126790844936,0.11926605504587157,0.0,,0.0,0.0,0.0,0.0
IE,2019,270,0.2276610543343829,0.2814814814814815,0.011111111111111112,,0.0,0.0,0.0,0.0
CH,2019,212,0.17528631762191066,0.25943396226415094,0.0047169811320754715,,0.0,0.0,0.0,0.0
NO,2018,22,0.5678905951633774,0.6363636363636364,0.0,,0.0,0.0,0.0,0.0
BR,2016,36,0.23931147432682776,0.2777777777777778,0.0,,0.0,0.0,0.0,0.0
MX,2014,8,0.007957702815966786,0.0,0.0,,0.0,0.0,0.0,0.0
MY,2017,2,0.0343959054108688,0.0,0.0,,0.0,0.0,0.0,0.0
MC,2018,1,0.003986872791183847,0.0,0.0,,0.0,0.0,0.0,0.0
AE,2016,10,0.2163962954695105,0.3,0.0,,0.0,0.0,0.0,0.0
RU,2013,6,0.04640177994677436,0.0,0.0,,0.0,0.0,0.0,0.0
CA,1996,425,0.19304501971707103,0.2564705882352941,0.0,,0.0,0.0,0.0,0.0
KR,1997,72,0.2380527690777932,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
