iso2c,law_domain,law_domain_slug,status_code,status_label,source_date_text
JM,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
JM,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
JO,Consumer Protection,consumer_protection,1,legislation,17/02/2026
JO,Cybercrime,cybercrime,1,legislation,17/02/2026
JO,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
JO,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
JO,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
JP,Consumer Protection,consumer_protection,1,legislation,17/02/2026
JP,Cybercrime,cybercrime,1,legislation,17/02/2026
JP,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
JP,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
JP,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
KE,Consumer Protection,consumer_protection,1,legislation,17/02/2026
KE,Cybercrime,cybercrime,1,legislation,17/02/2026
KE,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
KE,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
KE,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
KG,Consumer Protection,consumer_protection,1,legislation,17/02/2026
KG,Cybercrime,cybercrime,1,legislation,17/02/2026
KG,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
KG,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
KG,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
KH,Consumer Protection,consumer_protection,1,legislation,17/02/2026
KH,Cybercrime,cybercrime,2,draft_legislation,17/02/2026
KH,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
KH,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
KH,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
KI,Consumer Protection,consumer_protection,1,legislation,17/02/2026
KI,Cybercrime,cybercrime,1,legislation,17/02/2026
KI,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
KI,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
KI,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
KM,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
KM,Cybercrime,cybercrime,3,no_legislation,17/02/2026
KM,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
KM,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
KM,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
KN,Consumer Protection,consumer_protection,2,draft_legislation,17/02/2026
KN,Cybercrime,cybercrime,1,legislation,17/02/2026
KN,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
KN,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
KN,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
KP,Consumer Protection,consumer_protection,1,legislation,17/02/2026
KP,Cybercrime,cybercrime,1,legislation,17/02/2026
KP,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
KP,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
KP,Privacy and Data Protection,privacy_and_data_protection,0,no_data,17/02/2026
KR,Consumer Protection,consumer_protection,1,legislation,17/02/2026
KR,Cybercrime,cybercrime,1,legislation,17/02/2026
KR,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
KR,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
KR,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
KW,Consumer Protection,consumer_protection,1,legislation,17/02/2026
KW,Cybercrime,cybercrime,1,legislation,17/02/2026
KW,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
KW,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
KW,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
KZ,Consumer Protection,consumer_protection,1,legislation,17/02/2026
KZ,Cybercrime,cybercrime,1,legislation,17/02/2026
KZ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
KZ,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
KZ,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
LA,Consumer Protection,consumer_protection,1,legislation,17/02/2026
LA,Cybercrime,cybercrime,1,legislation,17/02/2026
LA,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
LA,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
LA,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
LB,Consumer Protection,consumer_protection,1,legislation,17/02/2026
LB,Cybercrime,cybercrime,1,legislation,17/02/2026
LB,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
LB,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
LB,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
LC,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
LC,Cybercrime,cybercrime,1,legislation,17/02/2026
LC,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
LC,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
LC,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
LI,Consumer Protection,consumer_protection,1,legislation,17/02/2026
LI,Cybercrime,cybercrime,1,legislation,17/02/2026
LI,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
LI,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
LI,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
LK,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
LK,Cybercrime,cybercrime,1,legislation,17/02/2026
LK,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
LK,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
LK,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
LR,Consumer Protection,consumer_protection,0,no_data,17/02/2026
LR,Cybercrime,cybercrime,2,draft_legislation,17/02/2026
LR,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
LR,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
LR,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
LS,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
LS,Cybercrime,cybercrime,1,legislation,17/02/2026
LS,Electronic Transactions,electronic_transactions,2,draft_legislation,17/02/2026
LS,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
LS,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
LT,Consumer Protection,consumer_protection,1,legislation,17/02/2026
LT,Cybercrime,cybercrime,1,legislation,17/02/2026
LT,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
LT,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
LT,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
LU,Consumer Protection,consumer_protection,1,legislation,17/02/2026
LU,Cybercrime,cybercrime,1,legislation,17/02/2026
LU,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
LU,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
LU,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
LV,Consumer Protection,consumer_protection,1,legislation,17/02/2026
LV,Cybercrime,cybercrime,1,legislation,17/02/2026
LV,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
LV,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
LV,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
LY,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
LY,Cybercrime,cybercrime,1,legislation,17/02/2026
LY,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
LY,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
LY,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
MA,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MA,Cybercrime,cybercrime,1,legislation,17/02/2026
MA,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MA,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
MA,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MC,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
MC,Cybercrime,cybercrime,1,legislation,17/02/2026
MC,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MC,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
MC,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MD,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MD,Cybercrime,cybercrime,1,legislation,17/02/2026
MD,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MD,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
MD,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
ME,Consumer Protection,consumer_protection,1,legislation,17/02/2026
ME,Cybercrime,cybercrime,1,legislation,17/02/2026
ME,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
ME,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
ME,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MG,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MG,Cybercrime,cybercrime,1,legislation,17/02/2026
MG,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MG,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
MG,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MH,Consumer Protection,consumer_protection,0,no_data,17/02/2026
MH,Cybercrime,cybercrime,3,no_legislation,17/02/2026
MH,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
MH,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
MH,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
MK,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MK,Cybercrime,cybercrime,1,legislation,17/02/2026
MK,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MK,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
MK,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
ML,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
ML,Cybercrime,cybercrime,1,legislation,17/02/2026
ML,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
ML,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
ML,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MM,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MM,Cybercrime,cybercrime,2,draft_legislation,17/02/2026
MM,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MM,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
MM,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
MN,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MN,Cybercrime,cybercrime,1,legislation,17/02/2026
MN,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MN,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
MN,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MR,Consumer Protection,consumer_protection,0,no_data,17/02/2026
MR,Cybercrime,cybercrime,1,legislation,17/02/2026
MR,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MR,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
MR,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MT,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MT,Cybercrime,cybercrime,1,legislation,17/02/2026
MT,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MT,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
MT,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MU,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MU,Cybercrime,cybercrime,1,legislation,17/02/2026
MU,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MU,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
MU,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MV,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
MV,Cybercrime,cybercrime,1,legislation,17/02/2026
MV,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MV,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
MV,Privacy and Data Protection,privacy_and_data_protection,2,draft_legislation,17/02/2026
MW,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
MW,Cybercrime,cybercrime,1,legislation,17/02/2026
MW,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MW,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
MW,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MX,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MX,Cybercrime,cybercrime,1,legislation,17/02/2026
MX,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MX,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
MX,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MY,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MY,Cybercrime,cybercrime,1,legislation,17/02/2026
MY,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MY,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
MY,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
MZ,Consumer Protection,consumer_protection,1,legislation,17/02/2026
MZ,Cybercrime,cybercrime,1,legislation,17/02/2026
MZ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
MZ,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
MZ,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
NA,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
NA,Cybercrime,cybercrime,2,draft_legislation,17/02/2026
NA,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
NA,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
NA,Privacy and Data Protection,privacy_and_data_protection,2,draft_legislation,17/02/2026
NE,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
NE,Cybercrime,cybercrime,1,legislation,17/02/2026
NE,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
NE,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
NE,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
NG,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
NG,Cybercrime,cybercrime,1,legislation,17/02/2026
NG,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
NG,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
NG,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
NI,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
NI,Cybercrime,cybercrime,1,legislation,17/02/2026
NI,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
NI,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
NI,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
NL,Consumer Protection,consumer_protection,1,legislation,17/02/2026
NL,Cybercrime,cybercrime,1,legislation,17/02/2026
NL,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
NL,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
NL,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
NO,Consumer Protection,consumer_protection,1,legislation,17/02/2026
NO,Cybercrime,cybercrime,1,legislation,17/02/2026
NO,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
NO,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
NO,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
NP,Consumer Protection,consumer_protection,2,draft_legislation,17/02/2026
NP,Cybercrime,cybercrime,1,legislation,17/02/2026
NP,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
NP,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
NP,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
NR,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
NR,Cybercrime,cybercrime,1,legislation,17/02/2026
NR,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
NR,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
NR,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
NZ,Consumer Protection,consumer_protection,1,legislation,17/02/2026
NZ,Cybercrime,cybercrime,1,legislation,17/02/2026
NZ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
NZ,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
NZ,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
OM,Consumer Protection,consumer_protection,1,legislation,17/02/2026
OM,Cybercrime,cybercrime,1,legislation,17/02/2026
OM,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
OM,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
OM,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
PA,Consumer Protection,consumer_protection,1,legislation,17/02/2026
PA,Cybercrime,cybercrime,1,legislation,17/02/2026
PA,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
PA,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
PA,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
PE,Consumer Protection,consumer_protection,1,legislation,17/02/2026
PE,Cybercrime,cybercrime,1,legislation,17/02/2026
PE,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
PE,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
PE,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
PG,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
PG,Cybercrime,cybercrime,1,legislation,17/02/2026
PG,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
PG,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
PG,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
PH,Consumer Protection,consumer_protection,1,legislation,17/02/2026
PH,Cybercrime,cybercrime,1,legislation,17/02/2026
PH,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
PH,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
PH,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
PK,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
PK,Cybercrime,cybercrime,1,legislation,17/02/2026
PK,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
PK,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
PK,Privacy and Data Protection,privacy_and_data_protection,2,draft_legislation,17/02/2026
PL,Consumer Protection,consumer_protection,1,legislation,17/02/2026
PL,Cybercrime,cybercrime,1,legislation,17/02/2026
PL,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
PL,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
PL,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
PS,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
PS,Cybercrime,cybercrime,3,no_legislation,17/02/2026
PS,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
PS,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
PS,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
PT,Consumer Protection,consumer_protection,1,legislation,17/02/2026
PT,Cybercrime,cybercrime,1,legislation,17/02/2026
PT,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
PT,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
PT,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
PW,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
PW,Cybercrime,cybercrime,1,legislation,17/02/2026
PW,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
PW,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
PW,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
PY,Consumer Protection,consumer_protection,1,legislation,17/02/2026
PY,Cybercrime,cybercrime,1,legislation,17/02/2026
PY,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
PY,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
PY,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
QA,Consumer Protection,consumer_protection,1,legislation,17/02/2026
QA,Cybercrime,cybercrime,1,legislation,17/02/2026
QA,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
QA,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
QA,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
RO,Consumer Protection,consumer_protection,1,legislation,17/02/2026
RO,Cybercrime,cybercrime,1,legislation,17/02/2026
RO,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
RO,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
RO,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
RS,Consumer Protection,consumer_protection,1,legislation,17/02/2026
RS,Cybercrime,cybercrime,1,legislation,17/02/2026
RS,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
RS,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
RS,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
RU,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
RU,Cybercrime,cybercrime,1,legislation,17/02/2026
RU,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
RU,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
RU,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
RW,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
RW,Cybercrime,cybercrime,1,legislation,17/02/2026
RW,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
RW,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
RW,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SA,Consumer Protection,consumer_protection,1,legislation,17/02/2026
SA,Cybercrime,cybercrime,1,legislation,17/02/2026
SA,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SA,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
SA,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SB,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
SB,Cybercrime,cybercrime,3,no_legislation,17/02/2026
SB,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SB,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SB,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
SC,Consumer Protection,consumer_protection,1,legislation,17/02/2026
SC,Cybercrime,cybercrime,1,legislation,17/02/2026
SC,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SC,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SC,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SD,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
SD,Cybercrime,cybercrime,1,legislation,17/02/2026
SD,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SD,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SD,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
SE,Consumer Protection,consumer_protection,1,legislation,17/02/2026
SE,Cybercrime,cybercrime,1,legislation,17/02/2026
SE,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SE,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
SE,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SG,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
SG,Cybercrime,cybercrime,1,legislation,17/02/2026
SG,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SG,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
SG,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SI,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
SI,Cybercrime,cybercrime,1,legislation,17/02/2026
SI,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SI,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
SI,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SK,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
SK,Cybercrime,cybercrime,1,legislation,17/02/2026
SK,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SK,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
SK,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SL,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
SL,Cybercrime,cybercrime,1,legislation,17/02/2026
SL,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SL,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
SL,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
SM,Consumer Protection,consumer_protection,0,no_data,17/02/2026
SM,Cybercrime,cybercrime,1,legislation,17/02/2026
SM,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SM,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SM,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SN,Consumer Protection,consumer_protection,1,legislation,17/02/2026
SN,Cybercrime,cybercrime,1,legislation,17/02/2026
SN,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SN,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SN,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SO,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
SO,Cybercrime,cybercrime,3,no_legislation,17/02/2026
SO,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
SO,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SO,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SR,Consumer Protection,consumer_protection,1,legislation,17/02/2026
SR,Cybercrime,cybercrime,1,legislation,17/02/2026
SR,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SR,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SR,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SS,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
SS,Cybercrime,cybercrime,1,legislation,17/02/2026
SS,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
SS,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SS,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
ST,Consumer Protection,consumer_protection,1,legislation,17/02/2026
ST,Cybercrime,cybercrime,1,legislation,17/02/2026
ST,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
ST,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
ST,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
SV,Consumer Protection,consumer_protection,1,legislation,17/02/2026
SV,Cybercrime,cybercrime,1,legislation,17/02/2026
SV,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SV,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SV,Privacy and Data Protection,privacy_and_data_protection,2,draft_legislation,17/02/2026
SY,Consumer Protection,consumer_protection,1,legislation,17/02/2026
SY,Cybercrime,cybercrime,1,legislation,17/02/2026
SY,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SY,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SY,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
